no,gender,age,height,weight,ta,hr,season,thermal sensation,bmi,griffith
29,0,24,162,53,26.9,14,1,0,20.2,1.3
29,0,24,162,53,23.5,16,1,0,20.2,1.3
29,0,24,162,53,26.4,13,1,2,20.2,1.3
29,0,24,162,53,25.8,14,1,0.5,20.2,1.3
29,0,24,162,53,24.8,15,1,0,20.2,1.3
30,0,22,170,53,25.2,12,1,0,20.2,3.52
30,0,22,170,53,21.9,15,1,0,20.2,3.52
30,0,22,170,53,22.8,12,1,0,20.2,3.52
30,0,22,170,53,25,11,1,0,20.2,3.52
30,0,22,170,53,26.6,10,1,0,20.2,3.52
30,0,22,170,53,26.5,12,1,0.2,20.2,3.52
30,0,22,170,53,26.4,9,1,0,20.2,3.52
30,0,22,170,53,27.3,10,1,0,20.2,3.52
30,0,22,170,53,24.8,9,1,0,20.2,3.52
30,0,22,170,53,22.1,10,1,-1,20.2,3.52
30,0,22,170,53,26.9,10,1,0,20.2,3.52
30,0,22,170,53,27.3,9,1,0.7,20.2,3.52
30,0,22,170,53,23.6,11,1,0,20.2,3.52
30,0,22,170,53,23.8,9,1,0,20.2,3.52
30,0,22,170,53,24.6,9,1,0,20.2,3.52
30,0,22,170,53,25.3,10,1,0,20.2,3.52
30,0,22,170,53,25.7,9,1,0,20.2,3.52
30,0,22,170,53,25.2,11,1,0,20.2,3.52
30,0,22,170,53,27.5,9,1,1,20.2,3.52
30,0,22,170,53,23,11,1,0,20.2,3.52
30,0,22,170,53,25.4,11,1,0,20.2,3.52
30,0,22,170,53,26.7,9,1,0.5,20.2,3.52
30,0,22,170,53,22.2,15,1,-0.3,20.2,3.52
30,0,22,170,53,25.2,12,1,0,20.2,3.52
30,0,22,170,53,26.4,12,1,0.2,20.2,3.52
30,0,22,170,53,26.7,12,1,0.3,20.2,3.52
30,0,22,170,53,27,12,1,0.7,20.2,3.52
30,0,22,170,53,20.1,15,1,-0.5,20.2,3.52
30,0,22,170,53,21.7,14,1,-0.2,20.2,3.52
30,0,22,170,53,22.9,13,1,0,20.2,3.52
30,0,22,170,53,23.8,13,1,0,20.2,3.52
30,0,22,170,53,25.6,11,1,0,20.2,3.52
30,0,22,170,53,26.5,10,1,0.5,20.2,3.52
30,0,22,170,53,27.4,10,1,1.5,20.2,3.52
30,0,22,170,53,27.9,10,1,2,20.2,3.52
30,0,22,170,53,23.1,10,1,0,20.2,3.52
30,0,22,170,53,23.5,14,1,0,20.2,3.52
30,0,22,170,53,21.9,16,1,-0.2,20.2,3.52
30,0,22,170,53,25,12,1,0,20.2,3.52
30,0,22,170,53,25.7,12,1,0,20.2,3.52
30,0,22,170,53,26.5,12,1,0.2,20.2,3.52
30,0,22,170,53,23.2,11,1,0,20.2,3.52
30,0,22,170,53,21.6,12,1,-0.2,20.2,3.52
30,0,22,170,53,23.1,14,1,0,20.2,3.52
30,0,22,170,53,24.1,13,1,0,20.2,3.52
30,0,22,170,53,25,12,1,0.1,20.2,3.52
30,0,22,170,53,26.2,12,1,0.5,20.2,3.52
30,0,22,170,53,26.7,11,1,1,20.2,3.52
30,0,22,170,53,27.1,10,1,1,20.2,3.52
30,0,22,170,53,22.8,10,1,0,20.2,3.52
30,0,22,170,53,22.8,10,1,0,20.2,3.52
30,0,22,170,53,22,10,1,-0.7,20.2,3.52
30,0,22,170,53,24.4,11,1,0,20.2,3.52
30,0,22,170,53,19.1,19,1,-0.5,20.2,3.52
30,0,22,170,53,21.6,11,1,0,20.2,3.52
30,0,22,170,53,26.5,11,1,0,20.2,3.52
30,0,22,170,53,26.3,12,1,0,20.2,3.52
30,0,22,170,53,18.1,14,1,-1.5,20.2,3.52
30,0,22,170,53,21.6,16,1,-1,20.2,3.52
30,0,22,170,53,22.7,14,1,-0.5,20.2,3.52
30,0,22,170,53,24.6,12,1,-0.4,20.2,3.52
30,0,22,170,53,25.6,11,1,0,20.2,3.52
30,0,22,170,53,26.5,12,1,0,20.2,3.52
30,0,22,170,53,27.1,12,1,0.3,20.2,3.52
30,0,22,170,53,27.3,12,1,0.7,20.2,3.52
30,0,22,170,53,27.5,12,1,1,20.2,3.52
30,0,22,170,53,20.1,19,1,-0.5,20.2,3.52
30,0,22,170,53,21.4,18,1,-0.5,20.2,3.52
30,0,22,170,53,26.8,12,1,0.5,20.2,3.52
30,0,22,170,53,26.8,12,1,0.5,20.2,3.52
30,0,22,170,53,20.5,20,1,-0.5,20.2,3.52
30,0,22,170,53,23,18,1,0,20.2,3.52
30,0,22,170,53,24.3,17,1,0,20.2,3.52
30,0,22,170,53,26.2,14,1,0.5,20.2,3.52
30,0,22,170,53,26.7,14,1,0.8,20.2,3.52
30,0,22,170,53,25.6,11,1,0,20.2,3.52
30,0,22,170,53,26.5,12,1,0.5,20.2,3.52
30,0,22,170,53,26.5,12,1,0.5,20.2,3.52
30,0,22,170,53,26.8,12,1,0,20.2,3.52
30,0,22,170,53,26.7,12,1,0.5,20.2,3.52
30,0,22,170,53,24.5,13,1,-0.5,20.2,3.52
30,0,22,170,53,25.8,13,1,0,20.2,3.52
30,0,22,170,53,26.2,12,1,0,20.2,3.52
30,0,22,170,53,26.8,12,1,0.5,20.2,3.52
30,0,22,170,53,25,15,1,0,20.2,3.52
30,0,22,170,53,25.8,15,1,0.3,20.2,3.52
30,0,22,170,53,20.9,13,1,-0.5,20.2,3.52
30,0,22,170,53,22.2,13,1,-0.4,20.2,3.52
30,0,22,170,53,23.1,12,1,0,20.2,3.52
30,0,22,170,53,23.8,12,1,0,20.2,3.52
30,0,22,170,53,19.6,17,1,-0.5,20.2,3.52
30,0,22,170,53,24.5,11,1,0,20.2,3.52
30,0,22,170,53,27,10,1,1,20.2,3.52
30,0,22,170,53,27.1,10,1,1,20.2,3.52
30,0,22,170,53,27.1,10,1,0.7,20.2,3.52
30,0,22,170,53,19.7,12,1,-1.2,20.2,3.52
30,0,22,170,53,20.1,13,1,-0.7,20.2,3.52
30,0,22,170,53,25.4,10,1,0.5,20.2,3.52
30,0,22,170,53,24.6,13,1,0,20.2,3.52
30,0,22,170,53,26.4,16,1,0,20.2,3.52
30,0,22,170,53,24.2,14,1,0,20.2,3.52
30,0,22,170,53,24.7,14,1,0,20.2,3.52
30,0,22,170,53,19.1,22,1,-1,20.2,3.52
30,0,22,170,53,26.8,15,1,0.3,20.2,3.52
30,0,22,170,53,25.8,17,1,0.7,20.2,3.52
30,0,22,170,53,26.2,17,1,0.9,20.2,3.52
30,0,22,170,53,26.7,16,1,1,20.2,3.52
30,0,22,170,53,27.1,18,1,1.2,20.2,3.52
30,0,22,170,53,24.8,17,1,0,20.2,3.52
30,0,22,170,53,26.8,12,1,0.5,20.2,3.52
31,0,21,163,55,25.2,8,1,-0.8,20.7,2.49
31,0,21,163,55,23.7,10,1,-1.8,20.7,2.49
31,0,21,163,55,19.6,16,1,-1.7,20.7,2.49
31,0,21,163,55,19.9,14,1,-2,20.7,2.49
31,0,21,163,55,23.4,14,1,-0.5,20.7,2.49
31,0,21,163,55,27.3,12,1,0.2,20.7,2.49
31,0,21,163,55,23,13,1,0,20.7,2.49
31,0,21,163,55,27.5,11,1,0,20.7,2.49
31,0,21,163,55,25.3,11,1,0,20.7,2.49
31,0,21,163,55,27.2,10,1,0,20.7,2.49
31,0,21,163,55,28.5,9,1,0,20.7,2.49
31,0,21,163,55,28.6,8,1,1,20.7,2.49
31,0,21,163,55,26.1,8,1,-0.5,20.7,2.49
31,0,21,163,55,24.7,9,1,-1,20.7,2.49
31,0,21,163,55,27.2,11,1,0,20.7,2.49
31,0,21,163,55,24.5,12,1,0,20.7,2.49
31,0,21,163,55,23.1,11,1,0,20.7,2.49
31,0,21,163,55,24.4,11,1,0,20.7,2.49
31,0,21,163,55,25.8,10,1,-0.3,20.7,2.49
31,0,21,163,55,25.9,10,1,0,20.7,2.49
31,0,21,163,55,27.5,9,1,0,20.7,2.49
31,0,21,163,55,28.4,9,1,0,20.7,2.49
31,0,21,163,55,28.1,8,1,1,20.7,2.49
31,0,21,163,55,28.6,9,1,0.8,20.7,2.49
31,0,21,163,55,29.1,9,1,0.3,20.7,2.49
31,0,21,163,55,29.2,9,1,0,20.7,2.49
31,0,21,163,55,24.2,10,1,-1.3,20.7,2.49
31,0,21,163,55,23.5,14,1,0,20.7,2.49
31,0,21,163,55,22.6,15,1,-0.5,20.7,2.49
31,0,21,163,55,24.7,15,1,-0.6,20.7,2.49
31,0,21,163,55,26.4,13,1,-0.2,20.7,2.49
31,0,21,163,55,27.5,12,1,0.3,20.7,2.49
31,0,21,163,55,28.9,12,1,0.2,20.7,2.49
31,0,21,163,55,28.8,11,1,0.2,20.7,2.49
31,0,21,163,55,29,12,1,0.2,20.7,2.49
31,0,21,163,55,23.7,15,1,-1.2,20.7,2.49
31,0,21,163,55,18.2,12,1,-1,20.7,2.49
31,0,21,163,55,23.6,13,1,-0.5,20.7,2.49
31,0,21,163,55,25.8,12,1,-0.2,20.7,2.49
31,0,21,163,55,26.7,12,1,-0.2,20.7,2.49
31,0,21,163,55,27.8,10,1,0.5,20.7,2.49
31,0,21,163,55,28.9,10,1,1.2,20.7,2.49
31,0,21,163,55,21.7,15,1,-0.5,20.7,2.49
31,0,21,163,55,20.8,19,1,-0.7,20.7,2.49
31,0,21,163,55,27.1,12,1,1,20.7,2.49
31,0,21,163,55,28.4,11,1,0.3,20.7,2.49
31,0,21,163,55,24.7,12,1,0.5,20.7,2.49
31,0,21,163,55,26.4,12,1,0.3,20.7,2.49
31,0,21,163,55,27.2,12,1,0.2,20.7,2.49
31,0,21,163,55,27.7,12,1,0.2,20.7,2.49
31,0,21,163,55,28.1,11,1,0.3,20.7,2.49
31,0,21,163,55,28.4,12,1,0.2,20.7,2.49
31,0,21,163,55,28.6,10,1,0.7,20.7,2.49
31,0,21,163,55,23.8,10,1,-1.5,20.7,2.49
31,0,21,163,55,22.7,10,1,0,20.7,2.49
31,0,21,163,55,26.7,11,1,0,20.7,2.49
31,0,21,163,55,21.5,11,1,-0.5,20.7,2.49
31,0,21,163,55,26.9,13,1,0,20.7,2.49
31,0,21,163,55,19.8,16,1,0,20.7,2.49
31,0,21,163,55,23.2,13,1,0,20.7,2.49
31,0,21,163,55,24.8,13,1,1.2,20.7,2.49
31,0,21,163,55,25.4,12,1,0,20.7,2.49
31,0,21,163,55,26,12,1,0,20.7,2.49
31,0,21,163,55,26.9,10,1,1,20.7,2.49
31,0,21,163,55,27.8,12,1,0.6,20.7,2.49
31,0,21,163,55,28.1,12,1,0.3,20.7,2.49
31,0,21,163,55,28.4,12,1,1.3,20.7,2.49
31,0,21,163,55,28.9,12,1,1,20.7,2.49
31,0,21,163,55,19.8,19,1,-0.1,20.7,2.49
31,0,21,163,55,22.6,16,1,0,20.7,2.49
31,0,21,163,55,23.3,16,1,0,20.7,2.49
31,0,21,163,55,22.7,18,1,-1.2,20.7,2.49
31,0,21,163,55,23.9,17,1,-1.1,20.7,2.49
31,0,21,163,55,25.2,15,1,-0.3,20.7,2.49
31,0,21,163,55,25.2,14,1,0.2,20.7,2.49
31,0,21,163,55,26.9,12,1,1.5,20.7,2.49
31,0,21,163,55,27.2,13,1,0.2,20.7,2.49
31,0,21,163,55,27.3,13,1,0,20.7,2.49
31,0,21,163,55,21.2,16,1,1.1,20.7,2.49
31,0,21,163,55,22.8,15,1,0.2,20.7,2.49
31,0,21,163,55,26.2,13,1,0,20.7,2.49
31,0,21,163,55,26.7,13,1,0,20.7,2.49
31,0,21,163,55,27.6,12,1,0,20.7,2.49
31,0,21,163,55,24.2,13,1,1,20.7,2.49
31,0,21,163,55,21.7,15,1,-0.4,20.7,2.49
31,0,21,163,55,21.8,15,1,-0.3,20.7,2.49
31,0,21,163,55,24.9,15,1,0.2,20.7,2.49
31,0,21,163,55,26.5,15,1,0.3,20.7,2.49
31,0,21,163,55,27.4,14,1,0,20.7,2.49
31,0,21,163,55,18.8,12,1,-1,20.7,2.49
31,0,21,163,55,22.1,13,1,-1,20.7,2.49
31,0,21,163,55,23.7,12,1,0,20.7,2.49
31,0,21,163,55,26.4,12,1,0,20.7,2.49
31,0,21,163,55,24.7,11,1,-0.8,20.7,2.49
31,0,21,163,55,27.4,9,1,0.2,20.7,2.49
31,0,21,163,55,27.5,9,1,0.7,20.7,2.49
31,0,21,163,55,28.6,10,1,1.1,20.7,2.49
31,0,21,163,55,25.4,11,1,0,20.7,2.49
31,0,21,163,55,26.4,13,1,0.3,20.7,2.49
31,0,21,163,55,25.8,13,1,0,20.7,2.49
31,0,21,163,55,25.9,13,1,0.3,20.7,2.49
31,0,21,163,55,26.3,13,1,0.3,20.7,2.49
31,0,21,163,55,27.9,15,1,0.4,20.7,2.49
31,0,21,163,55,26.5,13,1,0,20.7,2.49
31,0,21,163,55,19.5,23,1,-0.8,20.7,2.49
31,0,21,163,55,22.8,20,1,-0.4,20.7,2.49
31,0,21,163,55,26.1,16,1,0.5,20.7,2.49
31,0,21,163,55,24.7,18,1,0,20.7,2.49
31,0,21,163,55,26.7,16,1,0,20.7,2.49
31,0,21,163,55,27.3,17,1,0.3,20.7,2.49
31,0,21,163,55,28.2,15,1,0.5,20.7,2.49
31,0,21,163,55,28.2,16,1,0,20.7,2.49
31,0,21,163,55,20.8,13,1,-0.5,20.7,2.49
32,1,23,173,71.4,25.3,14.3,1,0,23.86,0.69
32,1,23,173,71.4,24.4,16.3,1,0,23.86,0.69
32,1,23,173,71.4,25.2,14.6,1,0,23.86,0.69
32,1,23,173,71.4,24.9,14.7,1,0.2,23.86,0.69
32,1,23,173,71.4,20.9,15.7,1,-0.5,23.86,0.69
32,1,23,173,71.4,21.4,17.4,1,0,23.86,0.69
32,1,23,173,71.4,23.1,17.1,1,0,23.86,0.69
32,1,23,173,71.4,23.3,17.3,1,0.8,23.86,0.69
32,1,23,173,71.4,24.8,16.8,1,0,23.86,0.69
32,1,23,173,71.4,22.9,16.7,1,-0.2,23.86,0.69
32,1,23,173,71.4,25.8,14.4,1,1,23.86,0.69
32,1,23,173,71.4,25.4,16.3,1,0.6,23.86,0.69
32,1,23,173,71.4,25.3,17.4,1,0.2,23.86,0.69
32,1,23,173,71.4,25.2,18.1,1,0,23.86,0.69
32,1,23,173,71.4,25.1,18,1,0,23.86,0.69
32,1,23,173,71.4,25.1,18.4,1,0,23.86,0.69
32,1,23,173,71.4,25,18.9,1,0,23.86,0.69
32,1,23,173,71.4,22.5,14.9,1,-0.2,23.86,0.69
32,1,23,173,71.4,25.4,14.4,1,0,23.86,0.69
32,1,23,173,71.4,25.1,17,1,0,23.86,0.69
32,1,23,173,71.4,25.3,14.2,1,0.2,23.86,0.69
32,1,23,173,71.4,23.8,19.7,1,1.5,23.86,0.69
32,1,23,173,71.4,27.3,11.6,1,1,23.86,0.69
32,1,23,173,71.4,23.5,19.1,1,1.8,23.86,0.69
32,1,23,173,71.4,25.5,13.8,1,0.5,23.86,0.69
32,1,23,173,71.4,24.1,20.1,1,1.2,23.86,0.69
32,1,23,173,71.4,24.2,20.1,1,1,23.86,0.69
32,1,23,173,71.4,23.9,18.1,1,2,23.86,0.69
32,1,23,173,71.4,24.5,18.1,1,0.7,23.86,0.69
32,1,23,173,71.4,25.1,18.7,1,0,23.86,0.69
32,1,23,173,71.4,25,19.9,1,0,23.86,0.69
32,1,23,173,71.4,24.9,20.4,1,0.1,23.86,0.69
32,1,23,173,71.4,24,19.8,1,1,23.86,0.69
32,1,23,173,71.4,24.8,20.1,1,-0.1,23.86,0.69
32,1,23,173,71.4,22.8,16.4,1,1,23.86,0.69
32,1,23,173,71.4,23.2,18.3,1,2,23.86,0.69
32,1,23,173,71.4,22,17.5,1,-0.3,23.86,0.69
32,1,23,173,71.4,22.3,16.9,1,0,23.86,0.69
32,1,23,173,71.4,25.3,14.4,1,0,23.86,0.69
32,1,23,173,71.4,25.8,13.8,1,0,23.86,0.69
32,1,23,173,71.4,26.3,13.3,1,0,23.86,0.69
32,1,23,173,71.4,24.9,20.4,1,0,23.86,0.69
33,1,21,176,56,27.1,61,0,0.9,18.08,1.02
33,1,21,176,56,26.9,61.4,0,0.9,18.08,1.02
33,1,21,176,56,26.6,61.9,0,0.7,18.08,1.02
33,1,21,176,56,26.4,60.7,0,0.8,18.08,1.02
33,1,21,176,56,26.1,60.3,0,0.3,18.08,1.02
33,1,21,176,56,25.6,60.3,0,0,18.08,1.02
33,1,21,176,56,26.7,56.5,0,0.2,18.08,1.02
33,1,21,176,56,25.4,54.1,0,-0.2,18.08,1.02
33,1,21,176,56,24.1,53.6,0,-0.8,18.08,1.02
33,1,21,176,56,24,53.7,0,-1,18.08,1.02
33,1,21,176,56,23.9,54.8,0,-1,18.08,1.02
33,1,21,176,56,23.7,53.6,0,-0.8,18.08,1.02
33,1,21,176,56,27.2,60.9,0,0.9,18.08,1.02
33,1,21,176,56,25.7,55,0,-0.1,18.08,1.02
33,1,21,176,56,27.2,60.6,0,0.9,18.08,1.02
33,1,21,176,56,24,54.1,0,-1.2,18.08,1.02
33,1,21,176,56,27.9,62.4,0,1.3,18.08,1.02
33,1,21,176,56,26.8,56.9,0,1,18.08,1.02
33,1,21,176,56,24.5,69.3,0,-2.2,18.08,1.02
33,1,21,176,56,24.8,67.2,0,-1.6,18.08,1.02
33,1,21,176,56,25,66.6,0,-1.4,18.08,1.02
33,1,21,176,56,24.8,62.8,0,-1,18.08,1.02
33,1,21,176,56,25,63.3,0,-0.7,18.08,1.02
33,1,21,176,56,27.6,62.3,0,1.2,18.08,1.02
33,1,21,176,56,25.5,65.4,0,-0.5,18.08,1.02
33,1,21,176,56,26.7,61.2,0,0,18.08,1.02
33,1,21,176,56,27.7,62.3,0,0.7,18.08,1.02
33,1,21,176,56,27.8,62.1,0,1.2,18.08,1.02
33,1,21,176,56,27.9,62.1,0,1,18.08,1.02
33,1,21,176,56,28.3,61.5,0,1.3,18.08,1.02
33,1,21,176,56,28.1,61.2,0,1.1,18.08,1.02
33,1,21,176,56,25.8,66.5,0,-0.2,18.08,1.02
33,1,21,176,56,26.9,57.2,0,1.6,18.08,1.02
33,1,21,176,56,24,57.4,0,-1.7,18.08,1.02
33,1,21,176,56,27.3,60,0,1.4,18.08,1.02
33,1,21,176,56,23.7,58.9,0,-2.1,18.08,1.02
33,1,21,176,56,27,58.1,0,1.5,18.08,1.02
33,1,21,176,56,25.4,53,0,-2,18.08,1.02
33,1,21,176,56,25.4,51.2,0,-1.8,18.08,1.02
33,1,21,176,56,25.6,51.8,0,-1.5,18.08,1.02
33,1,21,176,56,25.5,50.4,0,-1,18.08,1.02
33,1,21,176,56,25.4,49.5,0,-1,18.08,1.02
33,1,21,176,56,24.6,59.3,0,-0.2,18.08,1.02
33,1,21,176,56,24.6,59.1,0,-0.3,18.08,1.02
33,1,21,176,56,24.7,59.4,0,-0.5,18.08,1.02
33,1,21,176,56,25.3,60.4,0,-0.2,18.08,1.02
33,1,21,176,56,25.6,59.8,0,-0.2,18.08,1.02
33,1,21,176,56,25.8,59.6,0,0,18.08,1.02
33,1,21,176,56,25.9,59,0,0.6,18.08,1.02
33,1,21,176,56,26.3,59.4,0,1,18.08,1.02
33,1,21,176,56,24.4,59.6,0,-0.5,18.08,1.02
33,1,21,176,56,26.8,60.6,0,0.6,18.08,1.02
33,1,21,176,56,26.4,59.7,0,1,18.08,1.02
33,1,21,176,56,27.4,59.7,0,1.6,18.08,1.02
33,1,21,176,56,27.5,58.6,0,1.3,18.08,1.02
33,1,21,176,56,27.4,56.8,0,1,18.08,1.02
33,1,21,176,56,26.3,54.5,0,-0.1,18.08,1.02
33,1,21,176,56,26.3,54.2,0,-0.4,18.08,1.02
33,1,21,176,56,26.2,55.8,0,-0.6,18.08,1.02
33,1,21,176,56,26.4,53.2,0,-0.2,18.08,1.02
33,1,21,176,56,25.9,57.6,0,-0.4,18.08,1.02
33,1,21,176,56,25.1,60.4,0,-0.2,18.08,1.02
33,1,21,176,56,24.2,62.6,0,-0.5,18.08,1.02
33,1,21,176,56,26.9,61.2,0,0.3,18.08,1.02
33,1,21,176,56,26.9,60.8,0,0,18.08,1.02
33,1,21,176,56,27,60.8,0,0.7,18.08,1.02
33,1,21,176,56,27,60.8,0,1,18.08,1.02
34,1,23,173,85,22.5,13.2,1,0,28.4,1.28
34,1,23,173,85,26.7,14.7,1,0.5,28.4,1.28
34,1,23,173,85,26.3,15,1,0.5,28.4,1.28
34,1,23,173,85,25.6,15.4,1,0,28.4,1.28
34,1,23,173,85,22.6,17.1,1,0,28.4,1.28
34,1,23,173,85,22.3,17.1,1,0,28.4,1.28
34,1,23,173,85,25,15.6,1,0.5,28.4,1.28
34,1,23,173,85,21.9,11.8,1,0,28.4,1.28
34,1,23,173,85,24.6,14.1,1,0.5,28.4,1.28
34,1,23,173,85,25.1,15.7,1,0.7,28.4,1.28
34,1,23,173,85,25.2,15.3,1,0.8,28.4,1.28
34,1,23,173,85,25.2,14.9,1,0.8,28.4,1.28
34,1,23,173,85,25.4,14.3,1,1,28.4,1.28
34,1,23,173,85,25.8,13.3,1,1,28.4,1.28
34,1,23,173,85,25,13.9,1,0.6,28.4,1.28
34,1,23,173,85,24.1,14.1,1,0.5,28.4,1.28
34,1,23,173,85,25.1,16.2,1,1,28.4,1.28
34,1,23,173,85,25.1,16.1,1,0.5,28.4,1.28
34,1,23,173,85,25.4,16.8,1,0.8,28.4,1.28
34,1,23,173,85,24.4,16.1,1,0,28.4,1.28
34,1,23,173,85,25.6,17.4,1,0.7,28.4,1.28
34,1,23,173,85,22,14.8,1,-1,28.4,1.28
34,1,23,173,85,21.5,13.9,1,-1,28.4,1.28
34,1,23,173,85,24.4,16.2,1,-0.5,28.4,1.28
34,1,23,173,85,23.1,14.7,1,-0.2,28.4,1.28
34,1,23,173,85,24.3,15.8,1,-0.5,28.4,1.28
34,1,23,173,85,24.5,15.5,1,0,28.4,1.28
34,1,23,173,85,24.8,14.9,1,0,28.4,1.28
34,1,23,173,85,25.2,14.1,1,1,28.4,1.28
34,1,23,173,85,25.5,17.1,1,0.7,28.4,1.28
34,1,23,173,85,24.9,13.5,1,0.5,28.4,1.28
34,1,23,173,85,24.4,14.3,1,0.5,28.4,1.28
34,1,23,173,85,23.9,14.4,1,0.5,28.4,1.28
34,1,23,173,85,23.2,14.4,1,0.5,28.4,1.28
34,1,23,173,85,22.5,15.1,1,0,28.4,1.28
34,1,23,173,85,22,16.5,1,0,28.4,1.28
34,1,23,173,85,21.4,15.8,1,0,28.4,1.28
34,1,23,173,85,25.2,17.7,1,0.6,28.4,1.28
34,1,23,173,85,25.4,17.9,1,0.6,28.4,1.28
34,1,23,173,85,24.8,14.3,1,0,28.4,1.28
34,1,23,173,85,22.8,14.1,1,-0.2,28.4,1.28
34,1,23,173,85,25,16.2,1,0.4,28.4,1.28
34,1,23,173,85,22.8,16.4,1,0,28.4,1.28
34,1,23,173,85,24.8,16.5,1,0.7,28.4,1.28
34,1,23,173,85,24.3,16.4,1,0.7,28.4,1.28
34,1,23,173,85,23.7,16.2,1,0.8,28.4,1.28
34,1,23,173,85,22.9,16.6,1,0.5,28.4,1.28
34,1,23,173,85,22.6,16.3,1,-0.5,28.4,1.28
34,1,23,173,85,22.2,15.7,1,-0.5,28.4,1.28
34,1,23,173,85,24.7,16.8,1,-0.2,28.4,1.28
34,1,23,173,85,24.9,16.8,1,0,28.4,1.28
34,1,23,173,85,25.1,16.5,1,0.6,28.4,1.28
34,1,23,173,85,25,16.5,1,0,28.4,1.28
34,1,23,173,85,25.4,14.7,1,1.2,28.4,1.28
34,1,23,173,85,25.3,13.6,1,1,28.4,1.28
34,1,23,173,85,25,16.3,1,1.2,28.4,1.28
34,1,23,173,85,24.9,16.2,1,0.9,28.4,1.28
34,1,23,173,85,24.6,16.3,1,0.8,28.4,1.28
34,1,23,173,85,24,16.4,1,0.5,28.4,1.28
34,1,23,173,85,22.9,16.8,1,-0.5,28.4,1.28
34,1,23,173,85,23.2,18.3,1,0,28.4,1.28
34,1,23,173,85,25.3,15.9,1,0,28.4,1.28
34,1,23,173,85,25.6,14.4,1,1.5,28.4,1.28
34,1,23,173,85,25.7,15.2,1,0.5,28.4,1.28
34,1,23,173,85,25.9,16,1,0.5,28.4,1.28
34,1,23,173,85,24.8,20.1,1,0,28.4,1.28
34,1,23,173,85,25.8,15.2,1,2,28.4,1.28
34,1,23,173,85,24.9,20.4,1,0.3,28.4,1.28
34,1,23,173,85,24.9,20.4,1,0.3,28.4,1.28
34,1,23,173,85,25,19.9,1,1,28.4,1.28
34,1,23,173,85,25.1,18.7,1,2,28.4,1.28
34,1,23,173,85,23.9,18.1,1,0,28.4,1.28
34,1,23,173,85,24.2,20.1,1,0.1,28.4,1.28
34,1,23,173,85,24.1,20.1,1,0.1,28.4,1.28
34,1,23,173,85,24.5,18.1,1,1.5,28.4,1.28
34,1,23,173,85,23.8,19.7,1,0,28.4,1.28
34,1,23,173,85,23.5,19.1,1,0,28.4,1.28
34,1,23,173,85,22.6,16.3,1,0,28.4,1.28
34,1,23,173,85,22.2,15.3,1,0,28.4,1.28
34,1,23,173,85,25.2,18.4,1,0,28.4,1.28
34,1,23,173,85,25.3,18,1,0,28.4,1.28
34,1,23,173,85,24,19.8,1,0.2,28.4,1.28
34,1,23,173,85,25.6,17,1,0.5,28.4,1.28
34,1,23,173,85,25.4,17.4,1,0,28.4,1.28
35,1,24,183,80,25.8,54.7,0,0,23.89,0.96
35,1,24,183,80,26.2,66.6,0,0,23.89,0.96
35,1,24,183,80,26.6,63.7,0,1,23.89,0.96
35,1,24,183,80,27.2,64.1,0,1,23.89,0.96
35,1,24,183,80,27.2,63,0,2,23.89,0.96
35,1,24,183,80,28,62.5,0,3,23.89,0.96
35,1,24,183,80,27.9,63.3,0,3,23.89,0.96
35,1,24,183,80,28,63,0,3,23.89,0.96
35,1,24,183,80,25.8,67.1,0,0,23.89,0.96
35,1,24,183,80,27.9,63,0,3,23.89,0.96
35,1,24,183,80,27.7,63.1,0,1,23.89,0.96
35,1,24,183,80,25.1,68.2,0,1,23.89,0.96
35,1,24,183,80,26.6,61.9,0,1,23.89,0.96
35,1,24,183,80,23.6,66.6,0,0,23.89,0.96
35,1,24,183,80,23.4,68.3,0,0,23.89,0.96
35,1,24,183,80,23.1,70.7,0,0,23.89,0.96
35,1,24,183,80,27.2,60.6,0,1,23.89,0.96
35,1,24,183,80,27.2,60.9,0,2,23.89,0.96
35,1,24,183,80,27.1,61,0,2,23.89,0.96
35,1,24,183,80,26.9,61.4,0,1,23.89,0.96
35,1,24,183,80,26.4,60.7,0,1,23.89,0.96
35,1,24,183,80,26.1,60.3,0,0,23.89,0.96
35,1,24,183,80,25.6,60.3,0,0,23.89,0.96
35,1,24,183,80,24,54.2,0,0,23.89,0.96
35,1,24,183,80,25.7,55,0,1,23.89,0.96
35,1,24,183,80,23.7,64.4,0,0,23.89,0.96
35,1,24,183,80,23.9,53.4,0,0,23.89,0.96
35,1,24,183,80,27.6,55.6,0,0,23.89,0.96
35,1,24,183,80,23.6,54.5,0,0,23.89,0.96
35,1,24,183,80,25.4,54.1,0,1,23.89,0.96
35,1,24,183,80,28,56.8,0,2,23.89,0.96
35,1,24,183,80,28.2,55.9,0,2,23.89,0.96
35,1,24,183,80,28.1,55.8,0,2,23.89,0.96
35,1,24,183,80,28,55.7,0,1,23.89,0.96
35,1,24,183,80,28,55.7,0,1,23.89,0.96
35,1,24,183,80,27.8,55.7,0,0,23.89,0.96
35,1,24,183,80,27.4,55,0,0,23.89,0.96
35,1,24,183,80,25.4,56.1,0,0,23.89,0.96
35,1,24,183,80,22.9,58.5,0,-1,23.89,0.96
35,1,24,183,80,23.2,59.1,0,-1,23.89,0.96
35,1,24,183,80,23.3,59.8,0,0,23.89,0.96
