no,gender,age,height,weight,ta,hr,season,thermal sensation,bmi,griffith
19,0,26,160,54,26.3,62.64,0,0.5,20.83,0.73
19,0,26,160,54,25.1,53.52,0,-1,20.83,0.73
19,0,26,160,54,26.4,63.32,0,0,20.83,0.73
19,0,26,160,54,25.6,58.92,0,0,20.83,0.73
19,0,26,160,54,25,56.82,0,-0.5,20.83,0.73
19,0,26,160,54,24.8,56.38,0,-1,20.83,0.73
19,0,26,160,54,25.5,58.07,0,0,20.83,0.73
19,0,26,160,54,27.1,48.35,0,0,20.83,0.73
19,0,26,161,54,25.3,51.7,0,-1,20.83,0.73
19,0,26,160,54,24.6,56.93,0,-0.5,20.83,0.73
19,0,26,161,54,26.4,54.24,0,0,20.83,0.73
19,0,26,161,54,27.2,59.25,0,0.5,20.83,0.73
19,0,26,161,54,27.2,56.01,0,1.5,20.83,0.73
19,0,26,160,54,27,47.27,0,0.5,20.83,0.73
19,0,26,161,54,26.8,47.05,0,0,20.83,0.73
19,0,26,161,54,23.7,54.28,0,0,20.83,0.73
19,0,26,161,54,23.5,54.33,0,-0.5,20.83,0.73
19,0,26,161,54,23.5,53.41,0,1,20.83,0.73
19,0,26,161,54,25.9,58.1,0,1,20.83,0.73
19,0,26,161,54,25.6,58.62,0,1,20.83,0.73
19,0,26,161,54,25.1,58.49,0,1,20.83,0.73
19,0,26,161,54,24,58.68,0,0,20.83,0.73
19,0,26,161,54,24.2,59.52,0,0,20.83,0.73
19,0,26,161,54,27.7,46.1,0,0,20.83,0.73
19,0,26,161,54,26.6,44.9,0,0,20.83,0.73
19,0,26,161,54,26.5,45.19,0,0,20.83,0.73
19,0,26,161,54,26.5,45.48,0,0,20.83,0.73
19,0,26,161,54,26.9,55.68,0,0.5,20.83,0.73
19,0,26,161,54,26.6,46.16,0,0,20.83,0.73
19,0,26,161,54,24.2,60.14,0,0,20.83,0.73
19,0,26,161,54,24.4,58.48,0,-0.5,20.83,0.73
19,0,26,161,54,25.6,55.21,0,0.5,20.83,0.73
19,0,26,161,54,26.5,53.89,0,0,20.83,0.73
19,0,26,161,54,25.5,51.23,0,-1.5,20.83,0.73
19,0,26,161,54,25.9,53.19,0,-1,20.83,0.73
19,0,26,161,54,27,62.99,0,-0.5,20.83,0.73
19,0,26,161,54,27.1,57.27,0,0,20.83,0.73
19,0,26,161,54,26.8,57.6,0,0,20.83,0.73
19,0,26,161,54,26.6,57.62,0,0,20.83,0.73
19,0,26,161,54,26.2,58.04,0,0,20.83,0.73
19,0,26,161,54,25.3,49.58,0,0,20.83,0.73
19,0,26,161,54,25.6,48.77,0,-0.5,20.83,0.73
19,0,26,161,54,26.1,50.09,0,0.5,20.83,0.73
19,0,26,161,54,26.1,58.11,0,0,20.83,0.73
19,0,26,161,54,25.4,47.33,0,0,20.83,0.73
19,0,26,161,54,23.7,53.59,0,0,20.83,0.73
19,0,26,161,54,26,47.48,0,0,20.83,0.73
19,0,26,161,54,24.4,60.32,0,0,20.83,0.73
19,0,26,161,54,24.2,58.42,0,-0.5,20.83,0.73
19,0,26,161,54,25.5,62.38,0,0.5,20.83,0.73
19,0,26,161,54,26.2,64.07,0,0.5,20.83,0.73
19,0,26,161,54,25.9,51.97,0,-1,20.83,0.73
19,0,26,161,54,24.4,57.83,0,-1,20.83,0.73
19,0,26,161,54,24.4,57.59,0,-1.5,20.83,0.73
19,0,26,161,54,24.8,59.59,0,0,20.83,0.73
19,0,26,161,54,24.4,56.81,0,-1,20.83,0.73
19,0,26,161,54,24.4,56.96,0,-0.5,20.83,0.73
19,0,26,161,54,25.2,55.1,0,-1,20.83,0.73
19,0,26,161,54,26.2,59.73,0,0,20.83,0.73
19,0,26,161,54,26.6,60.97,0,0,20.83,0.73
19,0,26,161,54,26.5,65.2,0,0,20.83,0.73
19,0,26,161,54,26.1,62.06,0,0.5,20.83,0.73
19,0,26,161,54,26.4,61.84,0,0,20.83,0.73
19,0,26,161,54,26.7,60.21,0,0.5,20.83,0.73
19,0,26,161,54,27,59.65,0,0.5,20.83,0.73
19,0,26,161,54,24.5,57.03,0,-0.5,20.83,0.73
19,0,26,161,54,25.5,46.87,0,0,20.83,0.73
19,0,26,161,54,24.4,56.59,0,-0.5,20.83,0.73
19,0,26,161,54,25.8,60.02,0,1,20.83,0.73
19,0,26,161,54,25.5,59.19,0,0.5,20.83,0.73
19,0,26,161,54,24.6,59.28,0,-0.5,20.83,0.73
19,0,26,161,54,24.7,58.69,0,0,20.83,0.73
19,0,26,161,54,25,63.51,0,-0.5,20.83,0.73
19,0,26,161,54,26.1,65.13,0,0.5,20.83,0.73
19,0,26,161,54,27.2,58.04,0,0.5,20.83,0.73
19,0,26,161,54,27.1,58.47,0,-0.5,20.83,0.73
19,0,26,161,54,25.6,55.4,0,-0.5,20.83,0.73
19,0,26,161,54,26.9,59.62,0,0.5,20.83,0.73
19,0,26,161,54,24.4,56.47,0,-1,20.83,0.73
19,0,26,161,54,26.4,60.62,0,0,20.83,0.73
19,0,26,161,54,26.8,60.6,0,0,20.83,0.73
19,0,26,161,54,25.8,59.22,0,0.5,20.83,0.73
19,0,26,160,54,27.2,46.66,0,0.5,20.83,0.73
19,0,26,161,54,24.9,62.4,0,0,20.83,0.73
19,0,26,161,54,24.4,58.52,0,0,20.83,0.73
19,0,26,161,54,24.2,57.27,0,0,20.83,0.73
19,0,26,161,54,24.9,59.26,0,0,20.83,0.73
19,0,26,161,54,25.3,59.86,0,0,20.83,0.73
19,0,26,160,54,27.1,46.62,0,0.5,20.83,0.73
19,0,26,161,54,25.5,59.9,0,0,20.83,0.73
19,0,26,161,54,23.8,53.98,0,0,20.83,0.73
19,0,26,161,54,24.7,53.23,0,0,20.83,0.73
19,0,26,161,54,26.2,60.11,0,1,20.83,0.73
19,0,26,161,54,25.2,53.44,0,0,20.83,0.73
19,0,26,161,54,25.5,53.65,0,0,20.83,0.73
19,0,26,161,54,26.9,50.93,0,0,20.83,0.73
19,0,26,161,54,23.9,55.34,0,0,20.83,0.73
19,0,26,161,54,27,49.16,0,0,20.83,0.73
19,0,26,161,54,24,57.2,0,0,20.83,0.73
19,0,26,161,54,24.3,56.76,0,0.5,20.83,0.73
19,0,26,161,54,24.4,56.17,0,0,20.83,0.73
19,0,26,161,54,25.8,52.21,0,-0.5,20.83,0.73
19,0,26,161,54,26.3,61.27,0,0,20.83,0.73
19,0,26,161,54,24.3,55.83,0,0,20.83,0.73
19,0,26,161,54,26.1,60.52,0,0,20.83,0.73
19,0,26,161,54,24.7,56.49,0,0,20.83,0.73
19,0,26,161,54,25.6,58.86,0,0,20.83,0.73
19,0,26,161,54,25.2,58.21,0,0,20.83,0.73
19,0,26,161,54,25.4,57.91,0,0.5,20.83,0.73
19,0,26,161,54,25.8,67.47,0,1,20.83,0.73
19,0,26,161,54,25.3,60.03,0,0,20.83,0.73
19,0,26,161,54,26.2,59.71,0,0.5,20.83,0.73
19,0,26,161,54,25.3,57.43,0,0,20.83,0.73
19,0,26,161,54,24.8,55.93,0,-0.5,20.83,0.73
20,0,24,162,50,26.7,49.66,0,1,19.43,0.31
20,0,24,162,50,25.7,46.93,0,-0.5,19.43,0.31
20,0,24,162,50,25.8,47.24,0,-0.5,19.43,0.31
20,0,24,162,50,26.3,48.45,0,0,19.43,0.31
20,0,24,162,51,25.8,66.65,0,3,19.43,0.31
20,0,24,162,51,24.4,56.17,0,0,19.43,0.31
20,0,24,162,51,24.3,55.83,0,-1.5,19.43,0.31
20,0,24,162,51,24.7,56.22,0,0,19.43,0.31
20,0,24,162,51,25.6,58.77,0,0,19.43,0.31
20,0,24,162,51,26,60.26,0,0,19.43,0.31
20,0,24,162,51,26.2,61.15,0,0,19.43,0.31
20,0,24,162,51,24.3,56.76,0,3,19.43,0.31
20,0,24,162,51,25.2,58.21,0,1,19.43,0.31
20,0,24,162,51,24.8,55.6,0,-0.5,19.43,0.31
20,0,24,162,51,25.4,57.91,0,0,19.43,0.31
20,0,24,162,51,24.5,59.01,0,0,19.43,0.31
20,0,24,162,51,26.1,60,0,0.5,19.43,0.31
20,0,24,162,51,26.6,62.79,0,1.5,19.43,0.31
20,0,24,162,51,25.3,60.03,0,0,19.43,0.31
20,0,24,162,51,25.1,64.38,0,3,19.43,0.31
20,0,24,162,51,24.4,60.32,0,-1,19.43,0.31
20,0,24,162,51,24.2,58.42,0,-1.5,19.43,0.31
20,0,24,162,51,25.5,62.23,0,-1,19.43,0.31
20,0,24,162,51,25.8,59.11,0,0,19.43,0.31
20,0,24,162,51,26.1,63.54,0,1,19.43,0.31
20,0,24,162,51,25.2,67.36,0,3,19.43,0.31
20,0,24,162,51,24.7,59.94,0,0,19.43,0.31
20,0,24,162,51,24.8,65.79,0,0,19.43,0.31
20,0,24,162,51,24.3,59.18,0,-1,19.43,0.31
20,0,24,162,51,25.7,61.13,0,0,19.43,0.31
20,0,24,162,51,26.3,61.88,0,1,19.43,0.31
20,0,24,162,51,26.5,65.17,0,0,19.43,0.31
20,0,24,162,51,25,56.06,0,-1,19.43,0.31
20,0,24,162,51,25.3,53.15,0,3,19.43,0.31
20,0,24,162,51,24.8,56.32,0,-1.5,19.43,0.31
20,0,24,162,51,25.6,58.49,0,0,19.43,0.31
20,0,24,162,51,26,60.58,0,0.5,19.43,0.31
20,0,24,162,51,26.3,62.51,0,0,19.43,0.31
20,0,24,162,51,26.4,63.32,0,0,19.43,0.31
20,0,24,162,51,24.6,56.93,0,3,19.43,0.31
20,0,24,162,51,25.6,58.84,0,0,19.43,0.31
20,0,24,162,51,25.1,56.72,0,0,19.43,0.31
20,0,24,162,51,25.1,54.18,0,-1.5,19.43,0.31
20,0,24,162,51,24.8,56.38,0,-1,19.43,0.31
20,0,24,162,51,24.6,55.82,0,-1.5,19.43,0.31
20,0,24,162,51,25.5,58.07,0,0,19.43,0.31
20,0,24,162,51,25.2,53.82,0,0,19.43,0.31
20,0,24,162,51,25.1,53.52,0,-1.5,19.43,0.31
20,0,24,162,51,24.4,57.59,0,-1.5,19.43,0.31
20,0,24,162,51,26.4,60.55,0,1,19.43,0.31
20,0,24,162,51,26,60.41,0,0,19.43,0.31
20,0,24,162,51,26.9,47.22,0,1,19.43,0.31
20,0,24,162,51,25.9,55.89,0,0,19.43,0.31
20,0,24,162,51,28.3,52.44,0,3,19.43,0.31
20,0,24,162,51,27.1,48.13,0,1.5,19.43,0.31
20,0,24,162,51,26.8,46.97,0,-1,19.43,0.31
20,0,24,162,51,27,49.09,0,0.5,19.43,0.31
20,0,24,162,51,27,47.27,0,1,19.43,0.31
20,0,24,162,51,27.1,46.75,0,1,19.43,0.31
20,0,24,162,51,27.2,46.66,0,1.5,19.43,0.31
20,0,24,162,51,26.9,52.13,0,1.5,19.43,0.31
20,0,24,162,51,26.8,50.35,0,1,19.43,0.31
20,0,24,162,51,26,47.48,0,0,19.43,0.31
20,0,24,162,51,25.5,46.93,0,-1,19.43,0.31
20,0,24,162,51,25.3,47.26,0,-1.5,19.43,0.31
20,0,24,162,51,26.4,48.15,0,0,19.43,0.31
20,0,24,162,51,27,49.06,0,1.5,19.43,0.31
20,0,24,162,51,27.4,50.08,0,0,19.43,0.31
20,0,24,162,51,26.4,48.58,0,3,19.43,0.31
20,0,24,162,51,27.3,56.91,0,2,19.43,0.31
20,0,24,162,51,25.3,56.67,0,3,19.43,0.31
20,0,24,162,51,24.4,57.86,0,-1.5,19.43,0.31
20,0,24,162,51,26.8,56.98,0,1,19.43,0.31
20,0,24,162,51,24.5,55.85,0,-1.5,19.43,0.31
20,0,24,162,51,24.3,54.02,0,-1.5,19.43,0.31
20,0,24,162,51,24.2,54.07,0,-2,19.43,0.31
20,0,24,162,51,25.1,55.83,0,0,19.43,0.31
20,0,24,162,51,25.9,58.17,0,-1.5,19.43,0.31
20,0,24,162,51,27.5,58.75,0,1.5,19.43,0.31
20,0,24,162,51,23.5,53.67,0,-1.5,19.43,0.31
20,0,24,162,51,23.5,54.37,0,-2,19.43,0.31
20,0,24,162,51,27,59.31,0,-0.5,19.43,0.31
20,0,24,162,51,27.1,58.46,0,-0.5,19.43,0.31
20,0,24,162,51,27.2,58.13,0,0.5,19.43,0.31
20,0,24,162,51,27.2,58.41,0,2.5,19.43,0.31
20,0,24,162,51,26.5,45.43,0,-1.5,19.43,0.31
20,0,24,162,51,27.7,58.19,0,0,19.43,0.31
20,0,24,162,51,27.8,56.75,0,0,19.43,0.31
20,0,24,162,51,24.9,56.23,0,-1.5,19.43,0.31
20,0,24,162,51,27.5,53.07,0,0,19.43,0.31
20,0,24,162,51,25.9,63.75,0,-1.5,19.43,0.31
20,0,24,162,51,26.1,58.13,0,-2,19.43,0.31
20,0,24,162,51,26.6,46.21,0,-0.5,19.43,0.31
20,0,24,162,51,26.2,62.94,0,-2,19.43,0.31
20,0,24,162,51,25.7,59.99,0,-1,19.43,0.31
20,0,24,162,51,24.2,60.21,0,2,19.43,0.31
20,0,24,162,51,26.2,62.94,0,-2,19.43,0.31
20,0,24,162,51,26.1,62.45,0,1.5,19.43,0.31
20,0,24,162,51,24.2,59.6,0,-2.5,19.43,0.31
20,0,24,162,51,24,58.57,0,-3,19.43,0.31
20,0,24,162,51,25.1,58.49,0,-1,19.43,0.31
20,0,24,162,51,25.6,58.69,0,-1,19.43,0.31
20,0,24,162,51,25.9,61.23,0,-1,19.43,0.31
20,0,24,162,51,25.6,57.84,0,0,19.43,0.31
20,0,24,162,51,25,57.56,0,-2,19.43,0.31
20,0,24,162,51,25.2,58.05,0,-1.5,19.43,0.31
20,0,24,162,51,25.9,58.7,0,1.5,19.43,0.31
20,0,24,162,51,26.6,44.9,0,0,19.43,0.31
20,0,24,162,51,27,52.23,0,-0.5,19.43,0.31
20,0,24,162,51,25.9,62.23,0,1.5,19.43,0.31
20,0,24,162,51,26.1,65.03,0,3,19.43,0.31
20,0,24,162,51,26.1,54.31,0,-0.5,19.43,0.31
20,0,24,162,51,25.4,55.01,0,0,19.43,0.31
20,0,24,162,51,25.1,52.52,0,-1,19.43,0.31
20,0,24,162,51,24.8,51.38,0,-2,19.43,0.31
20,0,24,162,51,26.1,62.06,0,1.5,19.43,0.31
20,0,24,162,51,25.8,54.02,0,0,19.43,0.31
20,0,24,162,51,26.3,55.58,0,0,19.43,0.31
20,0,24,162,51,24.1,51.15,0,-1.5,19.43,0.31
20,0,24,162,51,24.3,52.16,0,-2.5,19.43,0.31
20,0,24,162,51,25.4,54.48,0,-0.5,19.43,0.31
20,0,24,162,51,25.8,56.07,0,-0.5,19.43,0.31
20,0,24,162,51,26.2,58.06,0,0,19.43,0.31
20,0,24,162,51,25.1,51.55,0,-1.5,19.43,0.31
20,0,24,162,51,26.9,52.44,0,0,19.43,0.31
20,0,24,162,51,26.5,45.1,0,-1.5,19.43,0.31
20,0,24,162,51,25.9,54.86,0,0,19.43,0.31
20,0,24,162,51,25.5,55.18,0,-1.5,19.43,0.31
20,0,24,162,51,25.5,53.58,0,-1,19.43,0.31
20,0,24,162,51,23.5,54.2,0,-2,19.43,0.31
20,0,24,162,51,25,59.63,0,-0.5,19.43,0.31
20,0,24,162,51,24.9,54.36,0,-1,19.43,0.31
20,0,24,162,51,25.3,57.55,0,0,19.43,0.31
20,0,24,162,51,24.5,58.32,0,0,19.43,0.31
20,0,24,162,51,25.4,59.01,0,0,19.43,0.31
20,0,24,162,51,25.7,59.91,0,0,19.43,0.31
20,0,24,162,51,24.4,56.82,0,1.5,19.43,0.31
20,0,24,162,51,24.4,62.82,0,-1,19.43,0.31
20,0,24,162,51,24.4,56.75,0,-0.5,19.43,0.31
20,0,24,162,51,24.4,56.96,0,-1,19.43,0.31
20,0,24,162,51,26.9,59.65,0,-0.5,19.43,0.31
20,0,24,162,51,26.7,60.46,0,0,19.43,0.31
20,0,24,162,51,23.5,54.2,0,-2,19.43,0.31
20,0,24,162,51,24.9,51.08,0,0,19.43,0.31
20,0,24,162,51,26.3,62.08,0,0,19.43,0.31
20,0,24,162,51,24.5,57.03,0,0,19.43,0.31
21,1,23,190,95,23.5,59.46,0,0,26.32,1.4
21,1,23,190,95,23.9,57.14,0,0,26.32,1.4
21,1,23,190,95,24.2,56.47,0,0,26.32,1.4
21,1,23,190,95,24.4,55.97,0,-0.5,26.32,1.4
21,1,23,190,95,26.9,64.29,0,1,26.32,1.4
21,1,23,190,95,26.4,62.96,0,1,26.32,1.4
21,1,23,190,95,26.5,57.68,0,0,26.32,1.4
21,1,23,190,95,27,60.29,0,0.5,26.32,1.4
21,1,23,190,95,26.9,59.2,0,0.5,26.32,1.4
21,1,23,190,95,24.3,59.67,0,0.5,26.32,1.4
21,1,23,190,95,26.7,57.37,0,0,26.32,1.4
21,1,23,190,95,25.2,59.21,0,0.5,26.32,1.4
21,1,23,190,95,24.3,58.78,0,0.5,26.32,1.4
21,1,23,190,95,24.4,61.92,0,0.5,26.32,1.4
21,1,23,190,95,25.5,64.96,0,0.5,26.32,1.4
21,1,23,190,95,24.5,62.35,0,0.5,26.32,1.4
21,1,23,190,95,24.6,62.62,0,0,26.32,1.4
21,1,23,190,95,24.5,65.09,0,-0.5,26.32,1.4
21,1,23,190,95,25.6,65.84,0,0.5,26.32,1.4
21,1,23,190,95,24,61.09,0,0,26.32,1.4
21,1,23,190,95,24,59.01,0,0,26.32,1.4
21,1,23,190,95,24.1,60.27,0,0,26.32,1.4
21,1,23,190,95,24.5,61.1,0,0,26.32,1.4
21,1,23,190,95,25.1,65.04,0,0,26.32,1.4
21,1,23,190,95,24.9,57.78,0,0,26.32,1.4
21,1,23,190,95,25.7,55.57,0,0,26.32,1.4
21,1,23,190,95,26.3,61.39,0,0,26.32,1.4
21,1,23,190,95,26.5,56.92,0,0,26.32,1.4
21,1,23,190,95,24.6,58.1,0,0.5,26.32,1.4
21,1,23,190,95,26.6,62.02,0,0,26.32,1.4
21,1,23,190,95,24.1,67.05,0,0,26.32,1.4
21,1,23,190,95,26.4,64.83,0,0,26.32,1.4
21,1,23,190,95,24.3,61.06,0,0,26.32,1.4
21,1,23,190,95,24.5,54.77,0,0,26.32,1.4
21,1,23,190,95,26.5,64.3,0,0,26.32,1.4
21,1,23,190,95,26.2,64.19,0,0.5,26.32,1.4
21,1,23,190,95,25.5,62.76,0,0,26.32,1.4
21,1,23,190,95,24,59.2,0,-0.5,26.32,1.4
21,1,23,190,95,24,57.55,0,-0.5,26.32,1.4
21,1,23,190,95,24.3,59.6,0,0,26.32,1.4
21,1,23,190,95,25.1,63.59,0,0,26.32,1.4
21,1,23,190,95,23.4,57.44,0,-0.5,26.32,1.4
21,1,23,190,95,23.4,56.28,0,-0.5,26.32,1.4
21,1,23,190,95,23.5,57.27,0,0,26.32,1.4
21,1,23,190,95,23.6,57.07,0,0,26.32,1.4
21,1,23,190,95,23.9,60.01,0,0,26.32,1.4
21,1,23,190,95,25.7,59.49,0,0,26.32,1.4
21,1,23,190,95,24.1,68.79,0,0,26.32,1.4
21,1,23,190,95,24.3,62.1,0,0,26.32,1.4
21,1,23,190,95,24.6,61.89,0,0,26.32,1.4
21,1,23,190,95,24.6,61,0,-0.5,26.32,1.4
21,1,23,190,95,24.1,57.53,0,-0.5,26.32,1.4
21,1,23,190,95,25.2,64.39,0,0,26.32,1.4
21,1,23,190,95,26.2,61.1,0,0,26.32,1.4
21,1,23,190,95,25.9,60.5,0,0.5,26.32,1.4
21,1,23,190,95,25.2,57.37,0,0,26.32,1.4
21,1,23,190,95,24.3,55.79,0,0,26.32,1.4
21,1,23,190,95,24.4,55.91,0,0,26.32,1.4
21,1,23,190,95,25,56.33,0,0,26.32,1.4
21,1,23,190,95,25,60.2,0,0,26.32,1.4
21,1,23,190,95,26.7,63.47,0,0,26.32,1.4
21,1,23,190,95,24.4,57.17,0,0,26.32,1.4
21,1,23,190,95,25.6,66.56,0,0,26.32,1.4
21,1,23,190,95,24.5,56.36,0,-0.5,26.32,1.4
21,1,23,190,95,24.4,60.32,0,0,26.32,1.4
21,1,23,190,95,25,57.52,0,0,26.32,1.4
21,1,23,190,95,25.6,47.25,0,-0.5,26.32,1.4
21,1,23,190,95,25.5,47.13,0,0,26.32,1.4
21,1,23,190,95,25.7,46.96,0,-0.5,26.32,1.4
21,1,23,190,95,25.7,46.71,0,0,26.32,1.4
21,1,23,190,95,25.8,46.54,0,0,26.32,1.4
21,1,23,190,95,25.7,46.56,0,0,26.32,1.4
21,1,23,190,95,26.3,47.42,0,0,26.32,1.4
21,1,23,190,95,26.3,46.71,0,0,26.32,1.4
21,1,23,190,95,26.4,46.76,0,0,26.32,1.4
21,1,23,190,95,26.6,46.94,0,0,26.32,1.4
21,1,23,190,95,27.1,47.71,0,0,26.32,1.4
21,1,23,190,95,26.4,54.75,0,0,26.32,1.4
21,1,23,190,95,28.2,51.89,0,0.5,26.32,1.4
21,1,23,190,95,24.5,55.37,0,0,26.32,1.4
21,1,23,190,95,24.5,55.05,0,0,26.32,1.4
21,1,23,190,95,25.5,62.18,0,0.5,26.32,1.4
21,1,23,190,95,24.9,60.17,0,0.5,26.32,1.4
21,1,23,190,95,25.1,58.43,0,-0.5,26.32,1.4
21,1,23,190,95,24.4,57.59,0,-0.5,26.32,1.4
21,1,23,190,95,24.4,57.59,0,0,26.32,1.4
21,1,23,190,95,28.5,54.93,0,1,26.32,1.4
21,1,23,190,95,24.9,61,0,0,26.32,1.4
21,1,23,190,95,24,56,0,0,26.32,1.4
21,1,23,190,95,25.5,47.71,0,0,26.32,1.4
21,1,23,190,95,23.7,55.42,0,0,26.32,1.4
21,1,23,190,95,23.5,56.38,0,-0.5,26.32,1.4
21,1,23,190,95,23.5,56.59,0,-0.5,26.32,1.4
21,1,23,190,95,24.5,57.16,0,0,26.32,1.4
21,1,23,190,95,23.2,56.78,0,0,26.32,1.4
21,1,23,190,95,23.3,56.91,0,-0.5,26.32,1.4
21,1,23,190,95,23.9,58.07,0,0,26.32,1.4
21,1,23,190,95,23.6,56.51,0,0,26.32,1.4
21,1,23,190,95,26.3,63.23,0,0,26.32,1.4
21,1,23,190,95,26.4,58.87,0,0,26.32,1.4
21,1,23,190,95,26.2,62.94,0,0,26.32,1.4
21,1,23,190,95,25.6,61.9,0,0,26.32,1.4
21,1,23,190,95,25.8,59.27,0,0,26.32,1.4
21,1,23,190,95,25.5,57.48,0,0,26.32,1.4
21,1,23,190,95,24.9,55.23,0,0,26.32,1.4
21,1,23,190,95,24.2,53.63,0,-0.5,26.32,1.4
21,1,23,190,95,24.5,55.86,0,-0.5,26.32,1.4
21,1,23,190,95,24.7,55.8,0,-0.5,26.32,1.4
21,1,23,190,95,25.6,60.78,0,-0.5,26.32,1.4
21,1,23,190,95,25.9,47.32,0,0.5,26.32,1.4
21,1,23,190,95,25.7,47.64,0,0.5,26.32,1.4
21,1,23,190,95,25.4,49.19,0,0,26.32,1.4
21,1,23,190,95,25,49.36,0,0,26.32,1.4
21,1,23,190,95,24.8,49.13,0,-0.5,26.32,1.4
21,1,23,190,95,24.7,49.09,0,0,26.32,1.4
21,1,23,190,95,24.6,50.12,0,0,26.32,1.4
21,1,23,190,95,25.9,59.99,0,0.5,26.32,1.4
21,1,23,190,95,25.3,50.44,0,0,26.32,1.4
21,1,23,190,95,26.1,62.26,0,0,26.32,1.4
21,1,23,190,95,24.9,48.61,0,0,26.32,1.4
21,1,23,190,95,25.9,61.25,0,0,26.32,1.4
21,1,23,190,95,25.6,59.75,0,0.5,26.32,1.4
21,1,23,190,95,25.6,59.75,0,-0.5,26.32,1.4
21,1,23,190,95,25.6,59.75,0,0,26.32,1.4
21,1,23,190,95,25.6,59.75,0,0.5,26.32,1.4
21,1,23,190,95,25.2,57.28,0,0,26.32,1.4
21,1,23,190,95,25.6,59.75,0,0,26.32,1.4
21,1,23,190,95,26.5,55.79,0,0.5,26.32,1.4
21,1,23,190,95,25.8,53.55,0,0,26.32,1.4
21,1,23,190,95,25.6,52,0,0.5,26.32,1.4
21,1,23,190,95,25.6,59.75,0,0,26.32,1.4
21,1,23,190,95,25.4,51.34,0,0,26.32,1.4
21,1,23,190,95,25.4,50.89,0,0,26.32,1.4
22,1,22,174,68,23.7,56.78,0,0,22.46,1.4
22,1,22,174,68,23.8,53.41,0,-1,22.46,1.4
22,1,22,174,68,23.3,53.46,0,-0.5,22.46,1.4
22,1,22,174,68,22.9,52.47,0,-0.5,22.46,1.4
22,1,22,174,68,22.4,52.24,0,0,22.46,1.4
22,1,22,174,68,22.3,54.66,0,-1.5,22.46,1.4
22,1,22,174,68,23.3,55.74,0,0,22.46,1.4
22,1,22,174,68,23.8,53.12,0,0,22.46,1.4
22,1,22,174,68,24.4,48.4,0,0,22.46,1.4
22,1,22,174,68,24.7,48.46,0,0.5,22.46,1.4
22,1,22,174,68,24.9,48.2,0,0,22.46,1.4
22,1,22,174,68,25,47,0,0,22.46,1.4
22,1,22,174,68,25.2,46.42,0,0,22.46,1.4
22,1,22,174,68,25.3,46.36,0,0,22.46,1.4
22,1,22,174,68,25.3,54.53,0,1,22.46,1.4
22,1,22,174,68,24.9,53.65,0,0,22.46,1.4
22,1,22,174,68,25.5,58.07,0,0,22.46,1.4
22,1,22,174,68,25.6,58.59,0,0,22.46,1.4
22,1,22,174,68,24.4,51.81,0,0,22.46,1.4
22,1,22,174,68,24.2,53.95,0,0,22.46,1.4
22,1,22,174,68,24.2,52,0,0,22.46,1.4
22,1,22,174,68,24.1,55.13,0,0,22.46,1.4
22,1,22,174,68,23.7,57.21,0,0,22.46,1.4
22,1,22,174,68,25.2,54.68,0,0,22.46,1.4
22,1,22,174,68,26.1,53.22,0,0.5,22.46,1.4
22,1,22,174,68,25.3,54.75,0,0,22.46,1.4
22,1,22,174,68,25,55.4,0,0,22.46,1.4
22,1,22,174,68,24.9,55.66,0,0,22.46,1.4
22,1,22,174,68,25.2,58.58,0,0.5,22.46,1.4
22,1,22,174,68,25.2,58.58,0,0,22.46,1.4
22,1,22,174,68,24.7,53.82,0,0,22.46,1.4
22,1,22,174,68,24.5,55.59,0,0,22.46,1.4
22,1,22,174,68,23.9,55.08,0,-0.5,22.46,1.4
22,1,22,174,68,24.9,56.45,0,0,22.46,1.4
22,1,22,174,68,24.7,57.26,0,0,22.46,1.4
22,1,22,174,68,24.6,56.41,0,0,22.46,1.4
22,1,22,174,68,24.3,58.59,0,0,22.46,1.4
22,1,22,174,68,24.6,56.32,0,0,22.46,1.4
22,1,22,174,68,25.3,57.64,0,0,22.46,1.4
22,1,22,174,68,23.9,52.28,0,0,22.46,1.4
22,1,22,174,68,24.1,53.08,0,0,22.46,1.4
22,1,22,174,68,25.1,46.39,0,0,22.46,1.4
22,1,22,174,68,25.8,56.66,0,0,22.46,1.4
22,1,22,174,68,24.8,54.84,0,0,22.46,1.4
22,1,22,174,68,23.9,52.46,0,0,22.46,1.4
22,1,22,174,68,23.9,53.09,0,0,22.46,1.4
22,1,22,174,68,24.6,54.02,0,0,22.46,1.4
22,1,22,174,68,25.1,55.53,0,0,22.46,1.4
22,1,22,174,68,24.5,54.14,0,0,22.46,1.4
22,1,22,174,68,25.6,57.82,0,0,22.46,1.4
22,1,22,174,68,25.2,56.03,0,0,22.46,1.4
22,1,22,174,68,23.6,52.89,0,0,22.46,1.4
22,1,22,174,68,25.4,56.91,0,0,22.46,1.4
22,1,22,174,68,25.6,57.61,0,0,22.46,1.4
22,1,22,174,68,25.7,58.53,0,0,22.46,1.4
22,1,22,174,68,26.5,55.54,0,0,22.46,1.4
22,1,22,174,68,26,55.56,0,0,22.46,1.4
22,1,22,174,68,25.5,54.51,0,0,22.46,1.4
22,1,22,174,68,25.2,53.64,0,0,22.46,1.4
22,1,22,174,68,25,53.71,0,0,22.46,1.4
22,1,22,174,68,24.9,54.27,0,0,22.46,1.4
